cell | V (mV),INa | xina (nA_per_nF)
-86.8946,-2.57E-06
-86.8947,-2.57E-06
-86.8948,-2.57E-06
-86.8948,-2.57E-06
-86.8949,-2.57E-06
-86.895,-2.57E-06
-86.895,-2.57E-06
-86.8951,-2.57E-06
-86.8951,-2.57E-06
-86.8952,-2.57E-06
-86.8953,-2.57E-06
-86.8953,-2.57E-06
-86.8954,-2.57E-06
-86.8954,-2.57E-06
-86.8955,-2.57E-06
-86.8956,-2.57E-06
-86.8956,-2.57E-06
-86.8957,-2.57E-06
-86.8957,-2.57E-06
-86.8958,-2.57E-06
-86.8959,-2.57E-06
-86.8959,-2.57E-06
-86.896,-2.57E-06
-86.896,-2.57E-06
-86.8961,-2.57E-06
-86.8962,-2.57E-06
-86.8962,-2.57E-06
-86.8963,-2.57E-06
-86.8963,-2.57E-06
-86.8964,-2.57E-06
-86.8965,-2.57E-06
-86.8965,-2.57E-06
-86.8966,-2.57E-06
-86.8966,-2.57E-06
-86.8967,-2.57E-06
-86.8968,-2.57E-06
-86.8968,-2.57E-06
-86.8969,-2.57E-06
-86.897,-2.57E-06
-86.897,-2.57E-06
-86.8971,-2.57E-06
-86.8971,-2.57E-06
-86.8972,-2.57E-06
-86.8973,-2.57E-06
-86.8973,-2.57E-06
-86.8974,-2.57E-06
-86.8974,-2.57E-06
-86.8975,-2.57E-06
-86.8976,-2.57E-06
-86.8976,-2.57E-06
-86.8977,-2.57E-06
-86.8977,-2.57E-06
-86.8978,-2.57E-06
-86.8979,-2.57E-06
-86.8979,-2.57E-06
-86.898,-2.57E-06
-86.898,-2.57E-06
-86.8981,-2.57E-06
-86.8982,-2.57E-06
-86.8982,-2.57E-06
-86.8983,-2.57E-06
-86.8983,-2.57E-06
-86.8984,-2.57E-06
-86.8985,-2.57E-06
-86.8985,-2.57E-06
-86.8986,-2.57E-06
-86.8986,-2.57E-06
-86.8987,-2.57E-06
-86.8988,-2.57E-06
-86.8988,-2.57E-06
-86.8989,-2.57E-06
-86.8989,-2.57E-06
-86.899,-2.57E-06
-86.8991,-2.57E-06
-86.8991,-2.57E-06
-86.8992,-2.57E-06
-86.8992,-2.57E-06
-86.8993,-2.57E-06
-86.8994,-2.57E-06
-86.8994,-2.57E-06
-86.8995,-2.57E-06
-86.8995,-2.57E-06
-86.8996,-2.57E-06
-86.8997,-2.57E-06
-86.8997,-2.57E-06
-86.8998,-2.57E-06
-86.8998,-2.57E-06
-86.8999,-2.57E-06
-86.9,-2.57E-06
-86.9,-2.57E-06
-86.9001,-2.57E-06
-86.9001,-2.57E-06
-86.9002,-2.57E-06
-86.9003,-2.57E-06
-86.9003,-2.57E-06
-86.9004,-2.56E-06
-86.9004,-2.56E-06
-86.9005,-2.56E-06
-86.9006,-2.56E-06
-86.9006,-2.56E-06
-86.9007,-2.56E-06
-86.9007,-2.56E-06
-86.9008,-2.56E-06
-86.9009,-2.56E-06
-86.9009,-2.56E-06
-86.901,-2.56E-06
-86.901,-2.56E-06
-86.9011,-2.56E-06
-86.9012,-2.56E-06
-86.9012,-2.56E-06
-86.9013,-2.56E-06
-86.9013,-2.56E-06
-86.9014,-2.56E-06
-86.9015,-2.56E-06
-86.9015,-2.56E-06
-86.9016,-2.56E-06
-86.9016,-2.56E-06
-86.9017,-2.56E-06
-86.9018,-2.56E-06
-86.9018,-2.56E-06
-86.9019,-2.56E-06
-86.9019,-2.56E-06
-86.902,-2.56E-06
-86.9021,-2.56E-06
-86.9021,-2.56E-06
-86.9022,-2.56E-06
-86.9022,-2.56E-06
-86.9023,-2.56E-06
-86.9024,-2.56E-06
-86.9024,-2.56E-06
-86.9025,-2.56E-06
-86.9025,-2.56E-06
-86.9026,-2.56E-06
-86.9027,-2.56E-06
-86.9027,-2.56E-06
-86.9028,-2.56E-06
-86.9028,-2.56E-06
-86.9029,-2.56E-06
-86.903,-2.56E-06
-86.903,-2.56E-06
-86.9031,-2.56E-06
-86.9031,-2.56E-06
-86.9032,-2.56E-06
-86.9032,-2.56E-06
-86.9033,-2.56E-06
-86.9034,-2.56E-06
-86.9034,-2.56E-06
-86.9035,-2.56E-06
-86.9035,-2.56E-06
-86.9036,-2.56E-06
-86.9037,-2.56E-06
-86.9037,-2.56E-06
-86.9038,-2.56E-06
-86.9038,-2.56E-06
-86.9039,-2.56E-06
-86.904,-2.56E-06
-86.904,-2.56E-06
-86.9041,-2.56E-06
-86.9041,-2.56E-06
-86.9042,-2.56E-06
-86.9043,-2.56E-06
-86.9043,-2.56E-06
-86.9044,-2.56E-06
-86.9044,-2.56E-06
-86.9045,-2.56E-06
-86.9046,-2.56E-06
-86.9046,-2.56E-06
-86.9047,-2.56E-06
-86.9047,-2.56E-06
-86.9048,-2.56E-06
-86.9048,-2.56E-06
-86.9049,-2.56E-06
-86.905,-2.56E-06
-86.905,-2.56E-06
-86.9051,-2.56E-06
-86.9051,-2.56E-06
-86.9052,-2.56E-06
-86.9053,-2.56E-06
-86.9053,-2.56E-06
-86.9054,-2.56E-06
-86.9054,-2.56E-06
-86.9055,-2.56E-06
-86.9056,-2.56E-06
-86.9056,-2.56E-06
-86.9057,-2.56E-06
-86.9057,-2.56E-06
-86.9058,-2.56E-06
-86.9059,-2.56E-06
-86.9059,-2.56E-06
-86.906,-2.56E-06
-86.906,-2.56E-06
-86.9061,-2.56E-06
-86.9061,-2.56E-06
-86.9062,-2.56E-06
-86.9063,-2.56E-06
-86.9063,-2.56E-06
-86.9064,-2.56E-06
-86.9064,-2.56E-06
-86.9065,-2.56E-06
-86.9066,-2.56E-06
-86.9066,-2.56E-06
-86.9067,-2.56E-06
-86.9067,-2.56E-06
-86.9068,-2.56E-06
-86.9069,-2.56E-06
-86.9069,-2.56E-06
-86.907,-2.56E-06
-86.907,-2.56E-06
-86.9071,-2.56E-06
-86.9071,-2.56E-06
-86.9072,-2.56E-06
-86.9073,-2.56E-06
-86.9073,-2.56E-06
-86.9074,-2.56E-06
-86.9074,-2.56E-06
-86.9075,-2.56E-06
-86.9076,-2.56E-06
-86.9076,-2.56E-06
-86.9077,-2.56E-06
-86.9077,-2.56E-06
-86.9078,-2.56E-06
-86.9079,-2.56E-06
-86.9079,-2.56E-06
-86.908,-2.56E-06
-86.908,-2.56E-06
-86.9081,-2.56E-06
-86.9081,-2.56E-06
-86.9082,-2.56E-06
-86.9083,-2.56E-06
-86.9083,-2.55E-06
-86.9084,-2.55E-06
-86.9084,-2.55E-06
-86.9085,-2.55E-06
-86.9086,-2.55E-06
-86.9086,-2.55E-06
-86.9087,-2.55E-06
-86.9087,-2.55E-06
-86.9088,-2.55E-06
-86.9088,-2.55E-06
-86.9089,-2.55E-06
-86.909,-2.55E-06
-86.909,-2.55E-06
-86.9091,-2.55E-06
-86.9091,-2.55E-06
-86.9092,-2.55E-06
-86.9093,-2.55E-06
-86.9093,-2.55E-06
-86.9094,-2.55E-06
-86.9094,-2.55E-06
-86.9095,-2.55E-06
-86.9095,-2.55E-06
-86.9096,-2.55E-06
-86.9097,-2.55E-06
-86.9097,-2.55E-06
-86.9098,-2.55E-06
-86.9098,-2.55E-06
-86.9099,-2.55E-06
-86.91,-2.55E-06
-86.91,-2.55E-06
-86.9101,-2.55E-06
-86.9101,-2.55E-06
-86.9102,-2.55E-06
-86.9102,-2.55E-06
-86.9103,-2.55E-06
-86.9104,-2.55E-06
-86.9104,-2.55E-06
-86.9105,-2.55E-06
-86.9105,-2.55E-06
-86.9106,-2.55E-06
-86.9107,-2.55E-06
-86.9107,-2.55E-06
-86.9108,-2.55E-06
-86.9108,-2.55E-06
-86.9109,-2.55E-06
-86.9109,-2.55E-06
-86.911,-2.55E-06
-86.9111,-2.55E-06
-86.9111,-2.55E-06
-86.9112,-2.55E-06
-86.9112,-2.55E-06
-86.9113,-2.55E-06
-86.9114,-2.55E-06
-86.9114,-2.55E-06
-86.9115,-2.55E-06
-86.9115,-2.55E-06
-86.9116,-2.55E-06
-86.9116,-2.55E-06
-86.9117,-2.55E-06
-86.9118,-2.55E-06
-86.9118,-2.55E-06
-86.9119,-2.55E-06
-86.9119,-2.55E-06
-86.912,-2.55E-06
-86.912,-2.55E-06
-86.9121,-2.55E-06
-86.9122,-2.55E-06
-86.9122,-2.55E-06
-86.9123,-2.55E-06
-86.9123,-2.55E-06
-86.9124,-2.55E-06
-86.9125,-2.55E-06
-86.9125,-2.55E-06
-86.9126,-2.55E-06
-86.9126,-2.55E-06
-86.9127,-2.55E-06
-86.9127,-2.55E-06
-86.9128,-2.55E-06
-86.9129,-2.55E-06
-86.9129,-2.55E-06
-86.913,-2.55E-06
-86.913,-2.55E-06
-86.9131,-2.55E-06
-86.9131,-2.55E-06
-86.9132,-2.55E-06
-86.9133,-2.55E-06
-86.9133,-2.55E-06
-86.9134,-2.55E-06
-86.9134,-2.55E-06
-86.9135,-2.55E-06
-86.9136,-2.55E-06
-86.9136,-2.55E-06
-86.9137,-2.55E-06
-86.9137,-2.55E-06
-86.9138,-2.55E-06
-86.9138,-2.55E-06
-86.9139,-2.55E-06
-86.914,-2.55E-06
-86.914,-2.55E-06
-86.9141,-2.55E-06
-86.9141,-2.55E-06
-86.9142,-2.55E-06
-86.9142,-2.55E-06
-86.9143,-2.55E-06
-86.9144,-2.55E-06
-86.9144,-2.55E-06
-86.9145,-2.55E-06
-86.9145,-2.55E-06
-86.9146,-2.55E-06
-86.9146,-2.55E-06
-86.9147,-2.55E-06
-86.9148,-2.55E-06
-86.9148,-2.55E-06
-86.9149,-2.55E-06
-86.9149,-2.55E-06
-86.915,-2.55E-06
-86.915,-2.55E-06
-86.9151,-2.55E-06
-86.9152,-2.55E-06
-86.9152,-2.55E-06
-86.9153,-2.55E-06
-86.9153,-2.55E-06
-86.9154,-2.55E-06
-86.9154,-2.55E-06
-86.9155,-2.55E-06
-86.9156,-2.55E-06
-86.9156,-2.55E-06
-86.9157,-2.55E-06
-86.9157,-2.55E-06
-86.9158,-2.55E-06
-86.9158,-2.55E-06
-86.9159,-2.55E-06
-86.916,-2.55E-06
-86.916,-2.55E-06
-86.9161,-2.55E-06
-86.9161,-2.55E-06
-86.9162,-2.55E-06
-86.9163,-2.55E-06
-86.9163,-2.54E-06
-86.9164,-2.54E-06
-86.9164,-2.54E-06
-86.9165,-2.54E-06
-86.9165,-2.54E-06
-86.9166,-2.54E-06
-86.9167,-2.54E-06
-86.9167,-2.54E-06
-86.9168,-2.54E-06
-86.9168,-2.54E-06
-86.9169,-2.54E-06
-86.9169,-2.54E-06
-86.917,-2.54E-06
-86.9171,-2.54E-06
-86.9171,-2.54E-06
-86.9172,-2.54E-06
-86.9172,-2.54E-06
-86.9173,-2.54E-06
-86.9173,-2.54E-06
-86.9174,-2.54E-06
-86.9175,-2.54E-06
-86.9175,-2.54E-06
-86.9176,-2.54E-06
-86.9176,-2.54E-06
-86.9177,-2.54E-06
-86.9177,-2.54E-06
-86.9178,-2.54E-06
-86.9178,-2.54E-06
-86.9179,-2.54E-06
-86.918,-2.54E-06
-86.918,-2.54E-06
-86.9181,-2.54E-06
-86.9181,-2.54E-06
-86.9182,-2.54E-06
-86.9182,-2.54E-06
-86.9183,-2.54E-06
-86.9184,-2.54E-06
-86.9184,-2.54E-06
-86.9185,-2.54E-06
-86.9185,-2.54E-06
-86.9186,-2.54E-06
-86.9186,-2.54E-06
-86.9187,-2.54E-06
-86.9188,-2.54E-06
-86.9188,-2.54E-06
-86.9189,-2.54E-06
-86.9189,-2.54E-06
-86.919,-2.54E-06
-86.919,-2.54E-06
-86.9191,-2.54E-06
-86.9192,-2.54E-06
-86.9192,-2.54E-06
-86.9193,-2.54E-06
-86.9193,-2.54E-06
-86.9194,-2.54E-06
-86.9194,-2.54E-06
-86.9195,-2.54E-06
-86.9196,-2.54E-06
-86.9196,-2.54E-06
-86.9197,-2.54E-06
-86.9197,-2.54E-06
-86.9198,-2.54E-06
-86.9198,-2.54E-06
-86.9199,-2.54E-06
-86.9199,-2.54E-06
-86.92,-2.54E-06
-86.9201,-2.54E-06
-86.9201,-2.54E-06
-86.9202,-2.54E-06
-86.9202,-2.54E-06
-86.9203,-2.54E-06
-86.9203,-2.54E-06
-86.9204,-2.54E-06
-86.9205,-2.54E-06
-86.9205,-2.54E-06
-86.9206,-2.54E-06
-86.9206,-2.54E-06
-86.9207,-2.54E-06
-86.9207,-2.54E-06
-86.9208,-2.54E-06
-86.9209,-2.54E-06
-86.9209,-2.54E-06
-86.921,-2.54E-06
-86.921,-2.54E-06
-86.9211,-2.54E-06
-86.9211,-2.54E-06
-86.9212,-2.54E-06
-86.9212,-2.54E-06
-86.9213,-2.54E-06
-86.9214,-2.54E-06
-86.9214,-2.54E-06
-86.9215,-2.54E-06
-86.9215,-2.54E-06
-86.9216,-2.54E-06
-86.9216,-2.54E-06
-86.9217,-2.54E-06
-86.9218,-2.54E-06
-86.9218,-2.54E-06
-86.9219,-2.54E-06
-86.9219,-2.54E-06
-86.922,-2.54E-06
-86.922,-2.54E-06
-86.9221,-2.54E-06
-86.9221,-2.54E-06
-86.9222,-2.54E-06
-86.9223,-2.54E-06
-86.9223,-2.54E-06
-86.9224,-2.54E-06
-86.9224,-2.54E-06
-86.9225,-2.54E-06
-86.9225,-2.54E-06
-86.9226,-2.54E-06
-86.9227,-2.54E-06
-86.9227,-2.54E-06
-86.9228,-2.54E-06
-86.9228,-2.54E-06
-86.9229,-2.54E-06
-86.9229,-2.54E-06
-86.923,-2.54E-06
-86.923,-2.54E-06
-86.9231,-2.54E-06
-86.9232,-2.54E-06
-86.9232,-2.54E-06
-86.9233,-2.54E-06
-86.9233,-2.54E-06
-86.9234,-2.54E-06
-86.9234,-2.54E-06
-86.9235,-2.54E-06
-86.9236,-2.54E-06
-86.9236,-2.54E-06
-86.9237,-2.54E-06
-86.9237,-2.54E-06
-86.9238,-2.54E-06
-86.9238,-2.54E-06
-86.9239,-2.54E-06
-86.9239,-2.54E-06
-86.924,-2.54E-06
-86.9241,-2.54E-06
-86.9241,-2.54E-06
-86.9242,-2.54E-06
-86.9242,-2.54E-06
-86.9243,-2.54E-06
-86.9243,-2.53E-06
-86.9244,-2.53E-06
-86.9244,-2.53E-06
-86.9245,-2.53E-06
-86.9246,-2.53E-06
-86.9246,-2.53E-06
-86.9247,-2.53E-06
-86.9247,-2.53E-06
-86.9248,-2.53E-06
-86.9248,-2.53E-06
-86.9249,-2.53E-06
-86.9249,-2.53E-06
-86.925,-2.53E-06
-86.9251,-2.53E-06
-86.9251,-2.53E-06
-86.9252,-2.53E-06
-86.9252,-2.53E-06
-86.9253,-2.53E-06
-86.9253,-2.53E-06
-86.9254,-2.53E-06
-86.9255,-2.53E-06
-86.9255,-2.53E-06
-86.9256,-2.53E-06
-86.9256,-2.53E-06
-86.9257,-2.53E-06
-86.9257,-2.53E-06
-86.9258,-2.53E-06
-86.9258,-2.53E-06
-86.9259,-2.53E-06
-86.926,-2.53E-06
-86.926,-2.53E-06
-86.9261,-2.53E-06
-86.9261,-2.53E-06
-86.9262,-2.53E-06
-86.9262,-2.53E-06
-86.9263,-2.53E-06
-86.9263,-2.53E-06
-86.9264,-2.53E-06
-86.9265,-2.53E-06
-86.9265,-2.53E-06
-86.9266,-2.53E-06
-86.9266,-2.53E-06
-86.9267,-2.53E-06
-86.9267,-2.53E-06
-86.9268,-2.53E-06
-86.9268,-2.53E-06
-86.9269,-2.53E-06
-86.9269,-2.53E-06
-86.927,-2.53E-06
-86.9271,-2.53E-06
-86.9271,-2.53E-06
-86.9272,-2.53E-06
-86.9272,-2.53E-06
-86.9273,-2.53E-06
-86.9273,-2.53E-06
-86.9274,-2.53E-06
-86.9274,-2.53E-06
-86.9275,-2.53E-06
-86.9276,-2.53E-06
-86.9276,-2.53E-06
-86.9277,-2.53E-06
-86.9277,-2.53E-06
-86.9278,-2.53E-06
-86.9278,-2.53E-06
-86.9279,-2.53E-06
-86.9279,-2.53E-06
-86.928,-2.53E-06
-86.9281,-2.53E-06
-86.9281,-2.53E-06
-86.9282,-2.53E-06
-86.9282,-2.53E-06
-86.9283,-2.53E-06
-86.9283,-2.53E-06
-86.9284,-2.53E-06
-86.9284,-2.53E-06
-86.9285,-2.53E-06
-86.9286,-2.53E-06
-86.9286,-2.53E-06
-86.9287,-2.53E-06
-86.9287,-2.53E-06
-86.9288,-2.53E-06
-86.9288,-2.53E-06
-86.9289,-2.53E-06
-86.9289,-2.53E-06
-86.929,-2.53E-06
-86.929,-2.53E-06
-86.9291,-2.53E-06
-86.9292,-2.53E-06
-86.9292,-2.53E-06
-86.9293,-2.53E-06
-86.9293,-2.53E-06
-86.9294,-2.53E-06
-86.9294,-2.53E-06
-86.9295,-2.53E-06
-86.9295,-2.53E-06
-86.9296,-2.53E-06
-86.9297,-2.53E-06
-86.9297,-2.53E-06
-86.9298,-2.53E-06
-86.9298,-2.53E-06
-86.9299,-2.53E-06
-86.9299,-2.53E-06
-86.93,-2.53E-06
-86.93,-2.53E-06
-86.9301,-2.53E-06
-86.9301,-2.53E-06
-86.9302,-2.53E-06
-86.9303,-2.53E-06
-86.9303,-2.53E-06
-86.9304,-2.53E-06
-86.9304,-2.53E-06
-86.9305,-2.53E-06
-86.9305,-2.53E-06
-86.9306,-2.53E-06
-86.9306,-2.53E-06
-86.9307,-2.53E-06
-86.9308,-2.53E-06
-86.9308,-2.53E-06
-86.9309,-2.53E-06
-86.9309,-2.53E-06
-86.931,-2.53E-06
-86.931,-2.53E-06
-86.9311,-2.53E-06
-86.9311,-2.53E-06
-86.9312,-2.53E-06
-86.9312,-2.53E-06
-86.9313,-2.53E-06
-86.9314,-2.53E-06
-86.9314,-2.53E-06
-86.9315,-2.53E-06
-86.9315,-2.53E-06
-86.9316,-2.53E-06
-86.9316,-2.53E-06
-86.9317,-2.53E-06
-86.9317,-2.53E-06
-86.9318,-2.53E-06
-86.9318,-2.53E-06
-86.9319,-2.53E-06
-86.932,-2.53E-06
-86.932,-2.53E-06
-86.9321,-2.53E-06
-86.9321,-2.53E-06
-86.9322,-2.53E-06
-86.9322,-2.53E-06
-86.9323,-2.53E-06
-86.9323,-2.53E-06
-86.9324,-2.52E-06
-86.9324,-2.52E-06
-86.9325,-2.52E-06
-86.9326,-2.52E-06
-86.9326,-2.52E-06
-86.9327,-2.52E-06
-86.9327,-2.52E-06
-86.9328,-2.52E-06
-86.9328,-2.52E-06
-86.9329,-2.52E-06
-86.9329,-2.52E-06
-86.933,-2.52E-06
-86.933,-2.52E-06
-86.9331,-2.52E-06
-86.9332,-2.52E-06
-86.9332,-2.52E-06
-86.9333,-2.52E-06
-86.9333,-2.52E-06
-86.9334,-2.52E-06
-86.9334,-2.52E-06
-86.9335,-2.52E-06
-86.9335,-2.52E-06
-86.9336,-2.52E-06
-86.9336,-2.52E-06
-86.9337,-2.52E-06
-86.9338,-2.52E-06
-86.9338,-2.52E-06
-86.9339,-2.52E-06
-86.9339,-2.52E-06
-86.934,-2.52E-06
-86.934,-2.52E-06
-86.9341,-2.52E-06
-86.9341,-2.52E-06
-86.9342,-2.52E-06
-86.9342,-2.52E-06
-86.9343,-2.52E-06
-86.9343,-2.52E-06
-86.9344,-2.52E-06
-86.9345,-2.52E-06
-86.9345,-2.52E-06
-86.9346,-2.52E-06
-86.9346,-2.52E-06
-86.9347,-2.52E-06
-86.9347,-2.52E-06
-86.9348,-2.52E-06
-86.9348,-2.52E-06
-86.9349,-2.52E-06
-86.9349,-2.52E-06
-86.935,-2.52E-06
-86.9351,-2.52E-06
-86.9351,-2.52E-06
-86.9352,-2.52E-06
-86.9352,-2.52E-06
-86.9353,-2.52E-06
-86.9353,-2.52E-06
-86.9354,-2.52E-06
-86.9354,-2.52E-06
-86.9355,-2.52E-06
-86.9355,-2.52E-06
-86.9356,-2.52E-06
-86.9356,-2.52E-06
-86.9357,-2.52E-06
-86.9358,-2.52E-06
-86.9358,-2.52E-06
-86.9359,-2.52E-06
-86.9359,-2.52E-06
-86.936,-2.52E-06
-86.936,-2.52E-06
-86.9361,-2.52E-06
-86.9361,-2.52E-06
-86.9362,-2.52E-06
-86.9362,-2.52E-06
-86.9363,-2.52E-06
-86.9363,-2.52E-06
-86.9364,-2.52E-06
-86.9365,-2.52E-06
-86.9365,-2.52E-06
-86.9366,-2.52E-06
-86.9366,-2.52E-06
-86.9367,-2.52E-06
-86.9367,-2.52E-06
-86.9368,-2.52E-06
-86.9368,-2.52E-06
-86.9369,-2.52E-06
-86.9369,-2.52E-06
-86.937,-2.52E-06
-86.937,-2.52E-06
-86.9371,-2.52E-06
-86.9372,-2.52E-06
-86.9372,-2.52E-06
-86.9373,-2.52E-06
-86.9373,-2.52E-06
-86.9374,-2.52E-06
-86.9374,-2.52E-06
-86.9375,-2.52E-06
-86.9375,-2.52E-06
-86.9376,-2.52E-06
-86.9376,-2.52E-06
-86.9377,-2.52E-06
-86.9377,-2.52E-06
-86.9378,-2.52E-06
-86.9378,-2.52E-06
-86.9379,-2.52E-06
-86.938,-2.52E-06
-86.938,-2.52E-06
-86.9381,-2.52E-06
-86.9381,-2.52E-06
-86.9382,-2.52E-06
-86.9382,-2.52E-06
-86.9383,-2.52E-06
-86.9383,-2.52E-06
-86.9384,-2.52E-06
-86.9384,-2.52E-06
-86.9385,-2.52E-06
-86.9385,-2.52E-06
-86.9386,-2.52E-06
-86.9387,-2.52E-06
-86.9387,-2.52E-06
-86.9388,-2.52E-06
-86.9388,-2.52E-06
-86.9389,-2.52E-06
-86.9389,-2.52E-06
-86.939,-2.52E-06
-86.939,-2.52E-06
-86.9391,-2.52E-06
-86.9391,-2.52E-06
-86.9392,-2.52E-06
-86.9392,-2.52E-06
-86.9393,-2.52E-06
-86.9393,-2.52E-06
-86.9394,-2.52E-06
-86.9395,-2.52E-06
-86.9395,-2.52E-06
-86.9396,-2.52E-06
-86.9396,-2.52E-06
-86.9397,-2.52E-06
-86.9397,-2.52E-06
-86.9398,-2.52E-06
-86.9398,-2.52E-06
-86.9399,-2.52E-06
-86.9399,-2.52E-06
-86.94,-2.52E-06
-86.94,-2.52E-06
-86.9401,-2.52E-06
-86.9401,-2.52E-06
-86.9402,-2.52E-06
-86.9403,-2.52E-06
-86.9403,-2.52E-06
-86.9404,-2.52E-06
-86.9404,-2.52E-06
-86.9405,-2.52E-06
-86.9405,-2.51E-06
-86.9406,-2.51E-06
-86.9406,-2.51E-06
-86.9407,-2.51E-06
-86.9407,-2.51E-06
-86.9408,-2.51E-06
-86.9408,-2.51E-06
-86.9409,-2.51E-06
-86.9409,-2.51E-06
-86.941,-2.51E-06
-86.941,-2.51E-06
-86.9411,-2.51E-06
-86.9412,-2.51E-06
-86.9412,-2.51E-06
-86.9413,-2.51E-06
-86.9413,-2.51E-06
-86.9414,-2.51E-06
-86.9414,-2.51E-06
-86.9415,-2.51E-06
-86.9415,-2.51E-06
-86.9416,-2.51E-06
-86.9416,-2.51E-06
-86.9417,-2.51E-06
-86.9417,-2.51E-06
-86.9418,-2.51E-06
-86.9418,-2.51E-06
-86.9419,-2.51E-06
-86.9419,-2.51E-06
-86.942,-2.51E-06
-86.9421,-2.51E-06
-86.9421,-2.51E-06
-86.9422,-2.51E-06
-86.9422,-2.51E-06
-86.9423,-2.51E-06
-86.9423,-2.51E-06
-86.9424,-2.51E-06
-86.9424,-2.51E-06
-86.9425,-2.51E-06
-86.9425,-2.51E-06
-86.9426,-2.51E-06
-86.9426,-2.51E-06
-86.9427,-2.51E-06
-86.9427,-2.51E-06
-86.9428,-2.51E-06
-86.9428,-2.51E-06
-86.9429,-2.51E-06
-86.943,-2.51E-06
-86.943,-2.51E-06
-86.9431,-2.51E-06
-86.9431,-2.51E-06
-86.9432,-2.51E-06
-86.9432,-2.51E-06
-86.9433,-2.51E-06
-86.9433,-2.51E-06
-86.9434,-2.51E-06
-86.9434,-2.51E-06
-86.9435,-2.51E-06
-86.9435,-2.51E-06
-86.9436,-2.51E-06
-86.9436,-2.51E-06
-86.9437,-2.51E-06
-86.9437,-2.51E-06
-86.9438,-2.51E-06
-86.9438,-2.51E-06
-86.9439,-2.51E-06
-86.944,-2.51E-06
-86.944,-2.51E-06
-86.9441,-2.51E-06
-86.9441,-2.51E-06
-86.9442,-2.51E-06
-86.9442,-2.51E-06
-86.9443,-2.51E-06
-86.9443,-2.51E-06
-86.9444,-2.51E-06
-86.9444,-2.51E-06
-86.9445,-2.51E-06
-86.9445,-2.51E-06
-86.9446,-2.51E-06
-86.9446,-2.51E-06
-86.9447,-2.51E-06
-86.9447,-2.51E-06
-86.9448,-2.51E-06
-86.9448,-2.51E-06
-86.9449,-2.51E-06
-86.945,-2.51E-06
-86.945,-2.51E-06
-86.9451,-2.51E-06
-86.9451,-2.51E-06
-86.9452,-2.51E-06
-86.9452,-2.51E-06
-86.9453,-2.51E-06
-86.9453,-2.51E-06
-86.9454,-2.51E-06
-86.9454,-2.51E-06
-86.9455,-2.51E-06
-86.9455,-2.51E-06
-86.9456,-2.51E-06
-86.9456,-2.51E-06
-86.9457,-2.51E-06
-86.9457,-2.51E-06
-86.9458,-2.51E-06
-86.9458,-2.51E-06
-86.9459,-2.51E-06
-86.9459,-2.51E-06
-86.946,-2.51E-06
-86.946,-2.51E-06
-86.9461,-2.51E-06
-86.9462,-2.51E-06
-86.9462,-2.51E-06
-86.9463,-2.51E-06
-86.9463,-2.51E-06
-86.9464,-2.51E-06
-86.9464,-2.51E-06
-86.9465,-2.51E-06
-86.9465,-2.51E-06
-86.9466,-2.51E-06
-86.9466,-2.51E-06
-86.9467,-2.51E-06
-86.9467,-2.51E-06
-86.9468,-2.51E-06
-86.9468,-2.51E-06
-86.9469,-2.51E-06
-86.9469,-2.51E-06
-86.947,-2.51E-06
-86.947,-2.51E-06
-86.9471,-2.51E-06
-86.9471,-2.51E-06
-86.9472,-2.51E-06
-86.9472,-2.51E-06
-86.9473,-2.51E-06
-86.9474,-2.51E-06
-86.9474,-2.51E-06
-86.9475,-2.51E-06
-86.9475,-2.51E-06
-86.9476,-2.51E-06
-86.9476,-2.51E-06
-86.9477,-2.51E-06
-86.9477,-2.51E-06
-86.9478,-2.51E-06
-86.9478,-2.51E-06
-86.9479,-2.51E-06
-86.9479,-2.51E-06
-86.948,-2.51E-06
-86.948,-2.51E-06
-86.9481,-2.51E-06
-86.9481,-2.51E-06
-86.9482,-2.51E-06
-86.9482,-2.51E-06
-86.9483,-2.51E-06
-86.9483,-2.51E-06
-86.9484,-2.51E-06
-86.9484,-2.51E-06
-86.9485,-2.51E-06
-86.9485,-2.51E-06
-86.9486,-2.50E-06
-86.9487,-2.50E-06
-86.9487,-2.50E-06
-86.9488,-2.50E-06
-86.9488,-2.50E-06
-86.9489,-2.50E-06
-86.9489,-2.50E-06
-86.949,-2.50E-06
-86.949,-2.50E-06
-86.9491,-2.50E-06
-86.9491,-2.50E-06
-86.9492,-2.50E-06
-86.9492,-2.50E-06
-86.9493,-2.50E-06
-86.9493,-2.50E-06
-86.9494,-2.50E-06
-86.9494,-2.50E-06
-86.9495,-2.50E-06
-86.9495,-2.50E-06
-86.9496,-2.50E-06
-86.9496,-2.50E-06
