cell | V (mV),INa | xina (nA_per_nF)
-87.071,-2.36E-06
-87.0711,-2.36E-06
-87.0711,-2.36E-06
-87.0711,-2.36E-06
-87.0712,-2.36E-06
-87.0712,-2.36E-06
-87.0712,-2.36E-06
-87.0713,-2.36E-06
-87.0713,-2.36E-06
-87.0713,-2.36E-06
-87.0714,-2.36E-06
-87.0714,-2.36E-06
-87.0714,-2.36E-06
-87.0715,-2.36E-06
-87.0715,-2.36E-06
-87.0715,-2.36E-06
-87.0716,-2.36E-06
-87.0716,-2.36E-06
-87.0716,-2.36E-06
-87.0717,-2.36E-06
-87.0717,-2.36E-06
-87.0717,-2.36E-06
-87.0718,-2.36E-06
-87.0718,-2.36E-06
-87.0718,-2.36E-06
-87.0719,-2.36E-06
-87.0719,-2.36E-06
-87.0719,-2.36E-06
-87.072,-2.36E-06
-87.072,-2.36E-06
-87.072,-2.36E-06
-87.0721,-2.36E-06
-87.0721,-2.36E-06
-87.0721,-2.36E-06
-87.0722,-2.36E-06
-87.0722,-2.36E-06
-87.0722,-2.36E-06
-87.0722,-2.36E-06
-87.0723,-2.36E-06
-87.0723,-2.36E-06
-87.0723,-2.36E-06
-87.0724,-2.36E-06
-87.0724,-2.36E-06
-87.0724,-2.36E-06
-87.0725,-2.36E-06
-87.0725,-2.36E-06
-87.0725,-2.36E-06
-87.0726,-2.36E-06
-87.0726,-2.36E-06
-87.0726,-2.36E-06
-87.0727,-2.36E-06
-87.0727,-2.36E-06
-87.0727,-2.36E-06
-87.0728,-2.36E-06
-87.0728,-2.36E-06
-87.0728,-2.36E-06
-87.0729,-2.36E-06
-87.0729,-2.36E-06
-87.0729,-2.36E-06
-87.073,-2.36E-06
-87.073,-2.36E-06
-87.073,-2.36E-06
-87.0731,-2.36E-06
-87.0731,-2.36E-06
-87.0731,-2.36E-06
-87.0732,-2.36E-06
-87.0732,-2.36E-06
-87.0732,-2.36E-06
-87.0733,-2.36E-06
-87.0733,-2.36E-06
-87.0733,-2.36E-06
-87.0734,-2.36E-06
-87.0734,-2.36E-06
-87.0734,-2.36E-06
-87.0734,-2.36E-06
-87.0735,-2.36E-06
-87.0735,-2.36E-06
-87.0735,-2.36E-06
-87.0736,-2.36E-06
-87.0736,-2.36E-06
-87.0736,-2.36E-06
-87.0737,-2.36E-06
-87.0737,-2.36E-06
-87.0737,-2.36E-06
-87.0738,-2.36E-06
-87.0738,-2.36E-06
-87.0738,-2.36E-06
-87.0739,-2.36E-06
-87.0739,-2.36E-06
-87.0739,-2.36E-06
-87.074,-2.36E-06
-87.074,-2.36E-06
-87.074,-2.36E-06
-87.0741,-2.36E-06
-87.0741,-2.36E-06
-87.0741,-2.36E-06
-87.0742,-2.36E-06
-87.0742,-2.36E-06
-87.0742,-2.36E-06
-87.0743,-2.35E-06
-87.0743,-2.35E-06
-87.0743,-2.35E-06
-87.0744,-2.35E-06
-87.0744,-2.35E-06
-87.0744,-2.35E-06
-87.0744,-2.35E-06
-87.0745,-2.35E-06
-87.0745,-2.35E-06
-87.0745,-2.35E-06
-87.0746,-2.35E-06
-87.0746,-2.35E-06
-87.0746,-2.35E-06
-87.0747,-2.35E-06
-87.0747,-2.35E-06
-87.0747,-2.35E-06
-87.0748,-2.35E-06
-87.0748,-2.35E-06
-87.0748,-2.35E-06
-87.0749,-2.35E-06
-87.0749,-2.35E-06
-87.0749,-2.35E-06
-87.075,-2.35E-06
-87.075,-2.35E-06
-87.075,-2.35E-06
-87.0751,-2.35E-06
-87.0751,-2.35E-06
-87.0751,-2.35E-06
-87.0752,-2.35E-06
-87.0752,-2.35E-06
-87.0752,-2.35E-06
-87.0753,-2.35E-06
-87.0753,-2.35E-06
-87.0753,-2.35E-06
-87.0753,-2.35E-06
-87.0754,-2.35E-06
-87.0754,-2.35E-06
-87.0754,-2.35E-06
-87.0755,-2.35E-06
-87.0755,-2.35E-06
-87.0755,-2.35E-06
-87.0756,-2.35E-06
-87.0756,-2.35E-06
-87.0756,-2.35E-06
-87.0757,-2.35E-06
-87.0757,-2.35E-06
-87.0757,-2.35E-06
-87.0758,-2.35E-06
-87.0758,-2.35E-06
-87.0758,-2.35E-06
-87.0759,-2.35E-06
-87.0759,-2.35E-06
-87.0759,-2.35E-06
-87.076,-2.35E-06
-87.076,-2.35E-06
-87.076,-2.35E-06
-87.0761,-2.35E-06
-87.0761,-2.35E-06
-87.0761,-2.35E-06
-87.0761,-2.35E-06
-87.0762,-2.35E-06
-87.0762,-2.35E-06
-87.0762,-2.35E-06
-87.0763,-2.35E-06
-87.0763,-2.35E-06
-87.0763,-2.35E-06
-87.0764,-2.35E-06
-87.0764,-2.35E-06
-87.0764,-2.35E-06
-87.0765,-2.35E-06
-87.0765,-2.35E-06
-87.0765,-2.35E-06
-87.0766,-2.35E-06
-87.0766,-2.35E-06
-87.0766,-2.35E-06
-87.0767,-2.35E-06
-87.0767,-2.35E-06
-87.0767,-2.35E-06
-87.0768,-2.35E-06
-87.0768,-2.35E-06
-87.0768,-2.35E-06
-87.0768,-2.35E-06
-87.0769,-2.35E-06
-87.0769,-2.35E-06
-87.0769,-2.35E-06
-87.077,-2.35E-06
-87.077,-2.35E-06
-87.077,-2.35E-06
-87.0771,-2.35E-06
-87.0771,-2.35E-06
-87.0771,-2.35E-06
-87.0772,-2.35E-06
-87.0772,-2.35E-06
-87.0772,-2.35E-06
-87.0773,-2.35E-06
-87.0773,-2.35E-06
-87.0773,-2.35E-06
-87.0774,-2.35E-06
-87.0774,-2.35E-06
-87.0774,-2.35E-06
-87.0775,-2.35E-06
-87.0775,-2.35E-06
-87.0775,-2.35E-06
-87.0775,-2.35E-06
-87.0776,-2.35E-06
-87.0776,-2.35E-06
-87.0776,-2.35E-06
-87.0777,-2.35E-06
-87.0777,-2.35E-06
-87.0777,-2.35E-06
-87.0778,-2.35E-06
-87.0778,-2.35E-06
-87.0778,-2.35E-06
-87.0779,-2.35E-06
-87.0779,-2.35E-06
-87.0779,-2.35E-06
-87.078,-2.35E-06
-87.078,-2.35E-06
-87.078,-2.35E-06
-87.0781,-2.35E-06
-87.0781,-2.35E-06
-87.0781,-2.35E-06
-87.0782,-2.35E-06
-87.0782,-2.35E-06
-87.0782,-2.35E-06
-87.0782,-2.35E-06
-87.0783,-2.35E-06
-87.0783,-2.35E-06
-87.0783,-2.35E-06
-87.0784,-2.35E-06
-87.0784,-2.35E-06
-87.0784,-2.35E-06
-87.0785,-2.35E-06
-87.0785,-2.35E-06
-87.0785,-2.35E-06
-87.0786,-2.35E-06
-87.0786,-2.35E-06
-87.0786,-2.35E-06
-87.0787,-2.35E-06
-87.0787,-2.35E-06
-87.0787,-2.35E-06
-87.0788,-2.35E-06
-87.0788,-2.35E-06
-87.0788,-2.35E-06
-87.0788,-2.35E-06
-87.0789,-2.35E-06
-87.0789,-2.35E-06
-87.0789,-2.35E-06
-87.079,-2.35E-06
-87.079,-2.35E-06
-87.079,-2.35E-06
-87.0791,-2.35E-06
-87.0791,-2.35E-06
-87.0791,-2.35E-06
-87.0792,-2.35E-06
-87.0792,-2.35E-06
-87.0792,-2.35E-06
-87.0793,-2.35E-06
-87.0793,-2.35E-06
-87.0793,-2.35E-06
-87.0794,-2.35E-06
-87.0794,-2.35E-06
-87.0794,-2.35E-06
-87.0794,-2.35E-06
-87.0795,-2.35E-06
-87.0795,-2.35E-06
-87.0795,-2.35E-06
-87.0796,-2.35E-06
-87.0796,-2.35E-06
-87.0796,-2.35E-06
-87.0797,-2.35E-06
-87.0797,-2.35E-06
-87.0797,-2.35E-06
-87.0798,-2.35E-06
-87.0798,-2.35E-06
-87.0798,-2.35E-06
-87.0799,-2.35E-06
-87.0799,-2.35E-06
-87.0799,-2.35E-06
-87.0799,-2.35E-06
-87.08,-2.35E-06
-87.08,-2.35E-06
-87.08,-2.35E-06
-87.0801,-2.35E-06
-87.0801,-2.35E-06
-87.0801,-2.35E-06
-87.0802,-2.35E-06
-87.0802,-2.35E-06
-87.0802,-2.35E-06
-87.0803,-2.35E-06
-87.0803,-2.35E-06
-87.0803,-2.35E-06
-87.0804,-2.35E-06
-87.0804,-2.35E-06
-87.0804,-2.35E-06
-87.0804,-2.35E-06
-87.0805,-2.35E-06
-87.0805,-2.35E-06
-87.0805,-2.35E-06
-87.0806,-2.35E-06
-87.0806,-2.35E-06
-87.0806,-2.35E-06
-87.0807,-2.35E-06
-87.0807,-2.35E-06
-87.0807,-2.35E-06
-87.0808,-2.35E-06
-87.0808,-2.35E-06
-87.0808,-2.35E-06
-87.0809,-2.35E-06
-87.0809,-2.35E-06
-87.0809,-2.35E-06
-87.081,-2.35E-06
-87.081,-2.35E-06
-87.081,-2.35E-06
-87.081,-2.35E-06
-87.0811,-2.35E-06
-87.0811,-2.35E-06
-87.0811,-2.35E-06
-87.0812,-2.35E-06
-87.0812,-2.35E-06
-87.0812,-2.35E-06
-87.0813,-2.35E-06
-87.0813,-2.35E-06
-87.0813,-2.35E-06
-87.0814,-2.35E-06
-87.0814,-2.35E-06
-87.0814,-2.35E-06
-87.0814,-2.35E-06
-87.0815,-2.35E-06
-87.0815,-2.35E-06
-87.0815,-2.35E-06
-87.0816,-2.35E-06
-87.0816,-2.35E-06
-87.0816,-2.35E-06
-87.0817,-2.35E-06
-87.0817,-2.35E-06
-87.0817,-2.35E-06
-87.0818,-2.35E-06
-87.0818,-2.35E-06
-87.0818,-2.35E-06
-87.0819,-2.35E-06
-87.0819,-2.35E-06
-87.0819,-2.35E-06
-87.0819,-2.35E-06
-87.082,-2.35E-06
-87.082,-2.35E-06
-87.082,-2.35E-06
-87.0821,-2.35E-06
-87.0821,-2.35E-06
-87.0821,-2.35E-06
-87.0822,-2.35E-06
-87.0822,-2.35E-06
-87.0822,-2.35E-06
-87.0823,-2.35E-06
-87.0823,-2.35E-06
-87.0823,-2.35E-06
-87.0824,-2.35E-06
-87.0824,-2.35E-06
-87.0824,-2.35E-06
-87.0824,-2.35E-06
-87.0825,-2.35E-06
-87.0825,-2.35E-06
-87.0825,-2.35E-06
-87.0826,-2.35E-06
-87.0826,-2.35E-06
-87.0826,-2.35E-06
-87.0827,-2.35E-06
-87.0827,-2.35E-06
-87.0827,-2.35E-06
-87.0828,-2.35E-06
-87.0828,-2.35E-06
-87.0828,-2.35E-06
-87.0828,-2.35E-06
-87.0829,-2.35E-06
-87.0829,-2.34E-06
-87.0829,-2.34E-06
-87.083,-2.34E-06
-87.083,-2.34E-06
-87.083,-2.34E-06
-87.0831,-2.34E-06
-87.0831,-2.34E-06
-87.0831,-2.34E-06
-87.0832,-2.34E-06
-87.0832,-2.34E-06
-87.0832,-2.34E-06
-87.0833,-2.34E-06
-87.0833,-2.34E-06
-87.0833,-2.34E-06
-87.0833,-2.34E-06
-87.0834,-2.34E-06
-87.0834,-2.34E-06
-87.0834,-2.34E-06
-87.0835,-2.34E-06
-87.0835,-2.34E-06
-87.0835,-2.34E-06
-87.0836,-2.34E-06
-87.0836,-2.34E-06
-87.0836,-2.34E-06
-87.0837,-2.34E-06
-87.0837,-2.34E-06
-87.0837,-2.34E-06
-87.0837,-2.34E-06
-87.0838,-2.34E-06
-87.0838,-2.34E-06
-87.0838,-2.34E-06
-87.0839,-2.34E-06
-87.0839,-2.34E-06
-87.0839,-2.34E-06
-87.084,-2.34E-06
-87.084,-2.34E-06
-87.084,-2.34E-06
-87.0841,-2.34E-06
-87.0841,-2.34E-06
-87.0841,-2.34E-06
-87.0841,-2.34E-06
-87.0842,-2.34E-06
-87.0842,-2.34E-06
-87.0842,-2.34E-06
-87.0843,-2.34E-06
-87.0843,-2.34E-06
-87.0843,-2.34E-06
-87.0844,-2.34E-06
-87.0844,-2.34E-06
-87.0844,-2.34E-06
-87.0845,-2.34E-06
-87.0845,-2.34E-06
-87.0845,-2.34E-06
-87.0845,-2.34E-06
-87.0846,-2.34E-06
-87.0846,-2.34E-06
-87.0846,-2.34E-06
-87.0847,-2.34E-06
-87.0847,-2.34E-06
-87.0847,-2.34E-06
-87.0848,-2.34E-06
-87.0848,-2.34E-06
-87.0848,-2.34E-06
-87.0849,-2.34E-06
-87.0849,-2.34E-06
-87.0849,-2.34E-06
-87.0849,-2.34E-06
-87.085,-2.34E-06
-87.085,-2.34E-06
-87.085,-2.34E-06
-87.0851,-2.34E-06
-87.0851,-2.34E-06
-87.0851,-2.34E-06
-87.0852,-2.34E-06
-87.0852,-2.34E-06
-87.0852,-2.34E-06
-87.0853,-2.34E-06
-87.0853,-2.34E-06
-87.0853,-2.34E-06
-87.0853,-2.34E-06
-87.0854,-2.34E-06
-87.0854,-2.34E-06
-87.0854,-2.34E-06
-87.0855,-2.34E-06
-87.0855,-2.34E-06
-87.0855,-2.34E-06
-87.0856,-2.34E-06
-87.0856,-2.34E-06
-87.0856,-2.34E-06
-87.0856,-2.34E-06
-87.0857,-2.34E-06
-87.0857,-2.34E-06
-87.0857,-2.34E-06
-87.0858,-2.34E-06
-87.0858,-2.34E-06
-87.0858,-2.34E-06
-87.0859,-2.34E-06
-87.0859,-2.34E-06
-87.0859,-2.34E-06
-87.086,-2.34E-06
-87.086,-2.34E-06
-87.086,-2.34E-06
-87.086,-2.34E-06
-87.0861,-2.34E-06
-87.0861,-2.34E-06
-87.0861,-2.34E-06
-87.0862,-2.34E-06
-87.0862,-2.34E-06
-87.0862,-2.34E-06
-87.0863,-2.34E-06
-87.0863,-2.34E-06
-87.0863,-2.34E-06
-87.0864,-2.34E-06
-87.0864,-2.34E-06
-87.0864,-2.34E-06
-87.0864,-2.34E-06
-87.0865,-2.34E-06
-87.0865,-2.34E-06
-87.0865,-2.34E-06
-87.0866,-2.34E-06
-87.0866,-2.34E-06
-87.0866,-2.34E-06
-87.0867,-2.34E-06
-87.0867,-2.34E-06
-87.0867,-2.34E-06
-87.0867,-2.34E-06
-87.0868,-2.34E-06
-87.0868,-2.34E-06
-87.0868,-2.34E-06
-87.0869,-2.34E-06
-87.0869,-2.34E-06
-87.0869,-2.34E-06
-87.087,-2.34E-06
-87.087,-2.34E-06
-87.087,-2.34E-06
-87.0871,-2.34E-06
-87.0871,-2.34E-06
-87.0871,-2.34E-06
-87.0871,-2.34E-06
-87.0872,-2.34E-06
-87.0872,-2.34E-06
-87.0872,-2.34E-06
-87.0873,-2.34E-06
-87.0873,-2.34E-06
-87.0873,-2.34E-06
-87.0874,-2.34E-06
-87.0874,-2.34E-06
-87.0874,-2.34E-06
-87.0874,-2.34E-06
-87.0875,-2.34E-06
-87.0875,-2.34E-06
-87.0875,-2.34E-06
-87.0876,-2.34E-06
-87.0876,-2.34E-06
-87.0876,-2.34E-06
-87.0877,-2.34E-06
-87.0877,-2.34E-06
-87.0877,-2.34E-06
-87.0877,-2.34E-06
-87.0878,-2.34E-06
-87.0878,-2.34E-06
-87.0878,-2.34E-06
-87.0879,-2.34E-06
-87.0879,-2.34E-06
-87.0879,-2.34E-06
-87.088,-2.34E-06
-87.088,-2.34E-06
-87.088,-2.34E-06
-87.0881,-2.34E-06
-87.0881,-2.34E-06
-87.0881,-2.34E-06
-87.0881,-2.34E-06
-87.0882,-2.34E-06
-87.0882,-2.34E-06
-87.0882,-2.34E-06
-87.0883,-2.34E-06
-87.0883,-2.34E-06
-87.0883,-2.34E-06
-87.0884,-2.34E-06
-87.0884,-2.34E-06
-87.0884,-2.34E-06
-87.0884,-2.34E-06
-87.0885,-2.34E-06
-87.0885,-2.34E-06
-87.0885,-2.34E-06
-87.0886,-2.34E-06
-87.0886,-2.34E-06
-87.0886,-2.34E-06
-87.0887,-2.34E-06
-87.0887,-2.34E-06
-87.0887,-2.34E-06
-87.0887,-2.34E-06
-87.0888,-2.34E-06
-87.0888,-2.34E-06
-87.0888,-2.34E-06
-87.0889,-2.34E-06
-87.0889,-2.34E-06
-87.0889,-2.34E-06
-87.089,-2.34E-06
-87.089,-2.34E-06
-87.089,-2.34E-06
-87.089,-2.34E-06
-87.0891,-2.34E-06
-87.0891,-2.34E-06
-87.0891,-2.34E-06
-87.0892,-2.34E-06
-87.0892,-2.34E-06
-87.0892,-2.34E-06
-87.0893,-2.34E-06
-87.0893,-2.34E-06
-87.0893,-2.34E-06
-87.0893,-2.34E-06
-87.0894,-2.34E-06
-87.0894,-2.34E-06
-87.0894,-2.34E-06
-87.0895,-2.34E-06
-87.0895,-2.34E-06
-87.0895,-2.34E-06
-87.0896,-2.34E-06
-87.0896,-2.34E-06
-87.0896,-2.34E-06
-87.0896,-2.34E-06
-87.0897,-2.34E-06
-87.0897,-2.34E-06
-87.0897,-2.34E-06
-87.0898,-2.34E-06
-87.0898,-2.34E-06
-87.0898,-2.34E-06
-87.0899,-2.34E-06
-87.0899,-2.34E-06
-87.0899,-2.34E-06
-87.0899,-2.34E-06
-87.09,-2.34E-06
-87.09,-2.34E-06
-87.09,-2.34E-06
-87.0901,-2.34E-06
-87.0901,-2.34E-06
-87.0901,-2.34E-06
-87.0902,-2.34E-06
-87.0902,-2.34E-06
-87.0902,-2.34E-06
-87.0902,-2.34E-06
-87.0903,-2.34E-06
-87.0903,-2.34E-06
-87.0903,-2.34E-06
-87.0904,-2.34E-06
-87.0904,-2.34E-06
-87.0904,-2.34E-06
-87.0905,-2.34E-06
-87.0905,-2.34E-06
-87.0905,-2.34E-06
-87.0905,-2.34E-06
-87.0906,-2.34E-06
-87.0906,-2.34E-06
-87.0906,-2.34E-06
-87.0907,-2.34E-06
-87.0907,-2.34E-06
-87.0907,-2.34E-06
-87.0908,-2.34E-06
-87.0908,-2.34E-06
-87.0908,-2.34E-06
-87.0908,-2.34E-06
-87.0909,-2.34E-06
-87.0909,-2.34E-06
-87.0909,-2.34E-06
-87.091,-2.34E-06
-87.091,-2.34E-06
-87.091,-2.34E-06
-87.0911,-2.34E-06
-87.0911,-2.34E-06
-87.0911,-2.34E-06
-87.0911,-2.34E-06
-87.0912,-2.34E-06
-87.0912,-2.34E-06
-87.0912,-2.34E-06
-87.0913,-2.34E-06
-87.0913,-2.34E-06
-87.0913,-2.34E-06
-87.0914,-2.34E-06
-87.0914,-2.34E-06
-87.0914,-2.34E-06
-87.0914,-2.34E-06
-87.0915,-2.34E-06
-87.0915,-2.34E-06
-87.0915,-2.34E-06
-87.0916,-2.34E-06
-87.0916,-2.33E-06
-87.0916,-2.33E-06
-87.0916,-2.33E-06
-87.0917,-2.33E-06
-87.0917,-2.33E-06
-87.0917,-2.33E-06
-87.0918,-2.33E-06
-87.0918,-2.33E-06
-87.0918,-2.33E-06
-87.0919,-2.33E-06
-87.0919,-2.33E-06
-87.0919,-2.33E-06
-87.0919,-2.33E-06
-87.092,-2.33E-06
-87.092,-2.33E-06
-87.092,-2.33E-06
-87.0921,-2.33E-06
-87.0921,-2.33E-06
-87.0921,-2.33E-06
-87.0922,-2.33E-06
-87.0922,-2.33E-06
-87.0922,-2.33E-06
-87.0922,-2.33E-06
-87.0923,-2.33E-06
-87.0923,-2.33E-06
-87.0923,-2.33E-06
-87.0924,-2.33E-06
-87.0924,-2.33E-06
-87.0924,-2.33E-06
-87.0924,-2.33E-06
-87.0925,-2.33E-06
-87.0925,-2.33E-06
-87.0925,-2.33E-06
-87.0926,-2.33E-06
-87.0926,-2.33E-06
-87.0926,-2.33E-06
-87.0927,-2.33E-06
-87.0927,-2.33E-06
-87.0927,-2.33E-06
-87.0927,-2.33E-06
-87.0928,-2.33E-06
-87.0928,-2.33E-06
-87.0928,-2.33E-06
-87.0929,-2.33E-06
-87.0929,-2.33E-06
-87.0929,-2.33E-06
-87.093,-2.33E-06
-87.093,-2.33E-06
-87.093,-2.33E-06
-87.093,-2.33E-06
-87.0931,-2.33E-06
-87.0931,-2.33E-06
-87.0931,-2.33E-06
-87.0932,-2.33E-06
-87.0932,-2.33E-06
-87.0932,-2.33E-06
-87.0932,-2.33E-06
-87.0933,-2.33E-06
-87.0933,-2.33E-06
-87.0933,-2.33E-06
-87.0934,-2.33E-06
-87.0934,-2.33E-06
-87.0934,-2.33E-06
-87.0935,-2.33E-06
-87.0935,-2.33E-06
-87.0935,-2.33E-06
-87.0935,-2.33E-06
-87.0936,-2.33E-06
-87.0936,-2.33E-06
-87.0936,-2.33E-06
-87.0937,-2.33E-06
-87.0937,-2.33E-06
-87.0937,-2.33E-06
-87.0937,-2.33E-06
-87.0938,-2.33E-06
-87.0938,-2.33E-06
-87.0938,-2.33E-06
-87.0939,-2.33E-06
-87.0939,-2.33E-06
-87.0939,-2.33E-06
-87.094,-2.33E-06
-87.094,-2.33E-06
-87.094,-2.33E-06
-87.094,-2.33E-06
-87.0941,-2.33E-06
-87.0941,-2.33E-06
-87.0941,-2.33E-06
-87.0942,-2.33E-06
-87.0942,-2.33E-06
-87.0942,-2.33E-06
-87.0942,-2.33E-06
-87.0943,-2.33E-06
-87.0943,-2.33E-06
-87.0943,-2.33E-06
-87.0944,-2.33E-06
-87.0944,-2.33E-06
-87.0944,-2.33E-06
-87.0945,-2.33E-06
-87.0945,-2.33E-06
-87.0945,-2.33E-06
-87.0945,-2.33E-06
-87.0946,-2.33E-06
-87.0946,-2.33E-06
-87.0946,-2.33E-06
-87.0947,-2.33E-06
-87.0947,-2.33E-06
-87.0947,-2.33E-06
-87.0947,-2.33E-06
-87.0948,-2.33E-06
-87.0948,-2.33E-06
-87.0948,-2.33E-06
-87.0949,-2.33E-06
-87.0949,-2.33E-06
-87.0949,-2.33E-06
-87.0949,-2.33E-06
-87.095,-2.33E-06
-87.095,-2.33E-06
-87.095,-2.33E-06
-87.0951,-2.33E-06
-87.0951,-2.33E-06
-87.0951,-2.33E-06
-87.0952,-2.33E-06
-87.0952,-2.33E-06
-87.0952,-2.33E-06
-87.0952,-2.33E-06
-87.0953,-2.33E-06
-87.0953,-2.33E-06
-87.0953,-2.33E-06
-87.0954,-2.33E-06
-87.0954,-2.33E-06
-87.0954,-2.33E-06
-87.0954,-2.33E-06
-87.0955,-2.33E-06
-87.0955,-2.33E-06
-87.0955,-2.33E-06
-87.0956,-2.33E-06
-87.0956,-2.33E-06
-87.0956,-2.33E-06
-87.0957,-2.33E-06
-87.0957,-2.33E-06
-87.0957,-2.33E-06
-87.0957,-2.33E-06
-87.0958,-2.33E-06
-87.0958,-2.33E-06
-87.0958,-2.33E-06
-87.0959,-2.33E-06
-87.0959,-2.33E-06
-87.0959,-2.33E-06
-87.0959,-2.33E-06
-87.096,-2.33E-06
-87.096,-2.33E-06
-87.096,-2.33E-06
-87.0961,-2.33E-06
-87.0961,-2.33E-06
-87.0961,-2.33E-06
-87.0961,-2.33E-06
-87.0962,-2.33E-06
-87.0962,-2.33E-06
-87.0962,-2.33E-06
-87.0963,-2.33E-06
-87.0963,-2.33E-06
-87.0963,-2.33E-06
-87.0963,-2.33E-06
-87.0964,-2.33E-06
-87.0964,-2.33E-06
-87.0964,-2.33E-06
-87.0965,-2.33E-06
-87.0965,-2.33E-06
-87.0965,-2.33E-06
-87.0966,-2.33E-06
-87.0966,-2.33E-06
-87.0966,-2.33E-06
-87.0966,-2.33E-06
-87.0967,-2.33E-06
-87.0967,-2.33E-06
-87.0967,-2.33E-06
-87.0968,-2.33E-06
-87.0968,-2.33E-06
-87.0968,-2.33E-06
-87.0968,-2.33E-06
-87.0969,-2.33E-06
-87.0969,-2.33E-06
-87.0969,-2.33E-06
-87.097,-2.33E-06
-87.097,-2.33E-06
-87.097,-2.33E-06
-87.097,-2.33E-06
-87.0971,-2.33E-06
-87.0971,-2.33E-06
-87.0971,-2.33E-06
-87.0972,-2.33E-06
-87.0972,-2.33E-06
-87.0972,-2.33E-06
-87.0972,-2.33E-06
-87.0973,-2.33E-06
-87.0973,-2.33E-06
-87.0973,-2.33E-06
-87.0974,-2.33E-06
-87.0974,-2.33E-06
-87.0974,-2.33E-06
-87.0975,-2.33E-06
-87.0975,-2.33E-06
-87.0975,-2.33E-06
-87.0975,-2.33E-06
-87.0976,-2.33E-06
-87.0976,-2.33E-06
-87.0976,-2.33E-06
-87.0977,-2.33E-06
-87.0977,-2.33E-06
-87.0977,-2.33E-06
-87.0977,-2.33E-06
-87.0978,-2.33E-06
-87.0978,-2.33E-06
-87.0978,-2.33E-06
-87.0979,-2.33E-06
-87.0979,-2.33E-06
-87.0979,-2.33E-06
-87.0979,-2.33E-06
-87.098,-2.33E-06
-87.098,-2.33E-06
-87.098,-2.33E-06
-87.0981,-2.33E-06
-87.0981,-2.33E-06
-87.0981,-2.33E-06
-87.0981,-2.33E-06
-87.0982,-2.33E-06
-87.0982,-2.33E-06
-87.0982,-2.33E-06
-87.0983,-2.33E-06
-87.0983,-2.33E-06
-87.0983,-2.33E-06
-87.0983,-2.33E-06
-87.0984,-2.33E-06
-87.0984,-2.33E-06
-87.0984,-2.33E-06
-87.0985,-2.33E-06
-87.0985,-2.33E-06
-87.0985,-2.33E-06
-87.0985,-2.33E-06
-87.0986,-2.33E-06
-87.0986,-2.33E-06
-87.0986,-2.33E-06
-87.0987,-2.33E-06
-87.0987,-2.33E-06
-87.0987,-2.33E-06
-87.0987,-2.33E-06
-87.0988,-2.33E-06
-87.0988,-2.33E-06
-87.0988,-2.33E-06
-87.0989,-2.33E-06
-87.0989,-2.33E-06
-87.0989,-2.33E-06
-87.0989,-2.33E-06
-87.099,-2.33E-06
-87.099,-2.33E-06
-87.099,-2.33E-06
-87.0991,-2.33E-06
-87.0991,-2.33E-06
-87.0991,-2.33E-06
-87.0991,-2.33E-06
-87.0992,-2.33E-06
-87.0992,-2.33E-06
-87.0992,-2.33E-06
-87.0993,-2.33E-06
-87.0993,-2.33E-06
-87.0993,-2.33E-06
-87.0993,-2.33E-06
-87.0994,-2.33E-06
-87.0994,-2.33E-06
-87.0994,-2.33E-06
-87.0995,-2.33E-06
-87.0995,-2.33E-06
-87.0995,-2.33E-06
-87.0995,-2.33E-06
-87.0996,-2.33E-06
-87.0996,-2.33E-06
-87.0996,-2.33E-06
-87.0997,-2.33E-06
-87.0997,-2.33E-06
-87.0997,-2.33E-06
-87.0997,-2.33E-06
-87.0998,-2.33E-06
-87.0998,-2.33E-06
-87.0998,-2.33E-06
-87.0999,-2.33E-06
-87.0999,-2.33E-06
-87.0999,-2.33E-06
-87.0999,-2.33E-06
-87.1,-2.33E-06
-87.1,-2.33E-06
-87.1,-2.33E-06
-87.1001,-2.33E-06
-87.1001,-2.33E-06
-87.1001,-2.33E-06
-87.1001,-2.33E-06
-87.1002,-2.33E-06
-87.1002,-2.33E-06
-87.1002,-2.33E-06
-87.1003,-2.33E-06
-87.1003,-2.33E-06
-87.1003,-2.32E-06
-87.1003,-2.32E-06
-87.1004,-2.32E-06
-87.1004,-2.32E-06
-87.1004,-2.32E-06
-87.1005,-2.32E-06
-87.1005,-2.32E-06
-87.1005,-2.32E-06
-87.1005,-2.32E-06
-87.1006,-2.32E-06
-87.1006,-2.32E-06
-87.1006,-2.32E-06
-87.1007,-2.32E-06
-87.1007,-2.32E-06
-87.1007,-2.32E-06
-87.1007,-2.32E-06
-87.1008,-2.32E-06
-87.1008,-2.32E-06
-87.1008,-2.32E-06
-87.1009,-2.32E-06
-87.1009,-2.32E-06
-87.1009,-2.32E-06
